20,"[21.0, 65.2043]","[22.0, 65.1976]","[22.0, 65.4121]","[21.0, 65.4188]",0.0,65.2043,21
21,"[22.0, 65.1976]","[22.0, 65.189]","[22.0, 65.4034]","[22.0, 65.4121]",0.0,65.1976,22
22,"[22.0, 65.189]","[23.0, 65.1785]","[23.0, 65.3927]","[22.0, 65.4034]",0.0,65.189,22
23,"[23.0, 65.1785]","[23.0, 65.1661]","[23.0, 65.3802]","[23.0, 65.3927]",0.0,65.1785,23
24,"[23.0, 65.1661]","[24.0, 65.1518]","[24.0, 65.3657]","[23.0, 65.3802]",0.0,65.1661,23
25,"[24.0, 65.1518]","[24.0, 65.1355]","[24.0, 65.3493]","[24.0, 65.3657]",0.0,65.1518,24
26,"[24.0, 65.1355]","[25.0, 65.1174]","[25.0, 65.331]","[24.0, 65.3493]",0.0,65.1355,24
27,"[25.0, 65.1174]","[25.0, 65.0974]","[25.0, 65.3108]","[25.0, 65.331]",0.0,65.1174,25
28,"[36.0, 64.194]","[36.0, 64.1328]","[37.0, 64.3372]","[36.0, 64.3989]",0.0,64.194,36
29,"[36.0, 64.1328]","[37.0, 64.0699]","[37.0, 64.2737]","[37.0, 64.3372]",0.0,64.1328,36
30,"[37.0, 64.0699]","[37.0, 64.0054]","[37.0, 64.2086]","[37.0, 64.2737]",0.0,64.0699,37
31,"[37.0, 64.0054]","[38.0, 63.9393]","[38.0, 64.1419]","[37.0, 64.2086]",0.0,64.0054,37
32,"[21.0, 65.4188]","[22.0, 65.4121]","[22.0, 65.6266]","[21.0, 65.6335]",0.0,65.4188,21
33,"[22.0, 65.4121]","[22.0, 65.4034]","[22.0, 65.6179]","[22.0, 65.6266]",0.0,65.4121,22
34,"[22.0, 65.4034]","[23.0, 65.3927]","[23.0, 65.6071]","[22.0, 65.6179]",0.0,65.4034,22
35,"[23.0, 65.3927]","[23.0, 65.3802]","[23.0, 65.5945]","[23.0, 65.6071]",0.0,65.3927,23
36,"[23.0, 65.3802]","[24.0, 65.3657]","[24.0, 65.5798]","[23.0, 65.5945]",0.0,65.3802,23
37,"[24.0, 65.3657]","[24.0, 65.3493]","[24.0, 65.5633]","[24.0, 65.5798]",0.0,65.3657,24
38,"[24.0, 65.3493]","[25.0, 65.331]","[25.0, 65.5448]","[24.0, 65.5633]",0.0,65.3493,24
39,"[25.0, 65.331]","[25.0, 65.3108]","[25.0, 65.5244]","[25.0, 65.5448]",0.0,65.331,25
40,"[36.0, 64.459]","[36.0, 64.3989]","[36.0, 64.6038]","[36.0, 64.6645]",0.0,64.459,36
41,"[36.0, 64.3989]","[37.0, 64.3372]","[37.0, 64.5415]","[36.0, 64.6038]",0.0,64.3989,36
42,"[37.0, 64.3372]","[37.0, 64.2737]","[37.0, 64.4775]","[37.0, 64.5415]",0.0,64.3372,37
43,"[37.0, 64.2737]","[37.0, 64.2086]","[38.0, 64.4118]","[37.0, 64.4775]",0.0,64.2737,37
44,"[37.0, 64.2086]","[38.0, 64.1419]","[38.0, 64.3445]","[38.0, 64.4118]",0.0,64.2086,37
45,"[22.0, 65.6179]","[23.0, 65.6071]","[23.0, 65.8217]","[22.0, 65.8325]",0.0,65.6179,22
46,"[23.0, 65.6071]","[23.0, 65.5945]","[23.0, 65.8089]","[23.0, 65.8217]",0.0,65.6071,23
47,"[23.0, 65.5945]","[24.0, 65.5798]","[24.0, 65.7941]","[23.0, 65.8089]",0.0,65.5945,23
48,"[24.0, 65.5798]","[24.0, 65.5633]","[24.0, 65.7774]","[24.0, 65.7941]",0.0,65.5798,24
49,"[24.0, 65.5633]","[25.0, 65.5448]","[25.0, 65.7588]","[24.0, 65.7774]",0.0,65.5633,24
50,"[25.0, 65.5448]","[25.0, 65.5244]","[25.0, 65.7382]","[25.0, 65.7588]",0.0,65.5448,25
51,"[35.0, 64.7806]","[35.0, 64.7234]","[35.0, 64.9295]","[35.0, 64.9872]",0.0,64.7806,35
52,"[35.0, 64.7234]","[36.0, 64.6645]","[36.0, 64.87]","[35.0, 64.9295]",0.0,64.7234,35
53,"[36.0, 64.6645]","[36.0, 64.6038]","[36.0, 64.8088]","[36.0, 64.87]",0.0,64.6645,36
54,"[36.0, 64.6038]","[37.0, 64.5415]","[37.0, 64.7459]","[36.0, 64.8088]",0.0,64.6038,36
55,"[37.0, 64.5415]","[37.0, 64.4775]","[37.0, 64.6813]","[37.0, 64.7459]",0.0,64.5415,37
56,"[38.0, 64.4118]","[38.0, 64.3445]","[38.0, 64.5471]","[38.0, 64.615]",0.0,64.4118,38
57,"[22.0, 65.8325]","[23.0, 65.8217]","[23.0, 66.0364]","[22.0, 66.0474]",0.0,65.8325,22
58,"[23.0, 65.8089]","[24.0, 65.7941]","[24.0, 66.0086]","[23.0, 66.0235]",0.0,65.8089,23
59,"[24.0, 65.7941]","[24.0, 65.7774]","[24.0, 65.9917]","[24.0, 66.0086]",0.0,65.7941,24
60,"[24.0, 65.7774]","[25.0, 65.7588]","[25.0, 65.9729]","[24.0, 65.9917]",0.0,65.7774,24
61,"[34.0, 65.0432]","[35.0, 64.9872]","[35.0, 65.1938]","[35.0, 65.2503]",0.0,65.0432,34
62,"[35.0, 64.9872]","[35.0, 64.9295]","[36.0, 65.1355]","[35.0, 65.1938]",0.0,64.9872,35
63,"[35.0, 64.9295]","[36.0, 64.87]","[36.0, 65.0755]","[36.0, 65.1355]",0.0,64.9295,35
64,"[36.0, 64.87]","[36.0, 64.8088]","[36.0, 65.0137]","[36.0, 65.0755]",0.0,64.87,36
65,"[36.0, 64.8088]","[37.0, 64.7459]","[37.0, 64.9503]","[36.0, 65.0137]",0.0,64.8088,36
66,"[38.0, 64.615]","[38.0, 64.5471]","[38.0, 64.7496]","[38.0, 64.8182]",0.0,64.615,38
67,"[35.0, 65.2503]","[35.0, 65.1938]","[35.0, 65.4005]","[35.0, 65.4575]",0.0,65.2503,35
68,"[35.0, 65.1938]","[36.0, 65.1355]","[36.0, 65.3416]","[35.0, 65.4005]",0.0,65.1938,35
69,"[36.0, 65.1355]","[36.0, 65.0755]","[36.0, 65.281]","[36.0, 65.3416]",0.0,65.1355,36
70,"[36.0, 65.0137]","[37.0, 64.9503]","[37.0, 65.1546]","[37.0, 65.2187]",0.0,65.0137,36
71,"[37.0, 64.9503]","[37.0, 64.8851]","[38.0, 65.0888]","[37.0, 65.1546]",0.0,64.9503,37
72,"[37.0, 64.8851]","[38.0, 64.8182]","[38.0, 65.0213]","[38.0, 65.0888]",0.0,64.8851,37
73,"[38.0, 64.8182]","[38.0, 64.7496]","[39.0, 64.9522]","[38.0, 65.0213]",0.0,64.8182,38
74,"[39.0, 64.6794]","[39.0, 64.6076]","[40.0, 64.8088]","[39.0, 64.8813]",0.0,64.6794,39
75,"[39.0, 64.6076]","[40.0, 64.5341]","[40.0, 64.7346]","[40.0, 64.8088]",0.0,64.6076,39
76,"[35.0, 65.4575]","[35.0, 65.4005]","[35.0, 65.6071]","[35.0, 65.6647]",0.0,65.4575,35
77,"[35.0, 65.4005]","[36.0, 65.3416]","[36.0, 65.5477]","[35.0, 65.6071]",0.0,65.4005,35
78,"[36.0, 65.3416]","[36.0, 65.281]","[36.0, 65.4866]","[36.0, 65.5477]",0.0,65.3416,36
79,"[36.0, 65.281]","[37.0, 65.2187]","[37.0, 65.4237]","[36.0, 65.4866]",0.0,65.281,36
80,"[37.0, 65.2187]","[37.0, 65.1546]","[37.0, 65.359]","[37.0, 65.4237]",0.0,65.2187,37
81,"[37.0, 65.1546]","[38.0, 65.0888]","[38.0, 65.2926]","[37.0, 65.359]",0.0,65.1546,37
82,"[38.0, 65.0888]","[38.0, 65.0213]","[38.0, 65.2244]","[38.0, 65.2926]",0.0,65.0888,38
83,"[38.0, 65.0213]","[39.0, 64.9522]","[39.0, 65.1546]","[38.0, 65.2244]",0.0,65.0213,38
84,"[39.0, 64.9522]","[39.0, 64.8813]","[39.0, 65.0831]","[39.0, 65.1546]",0.0,64.9522,39
85,"[39.0, 64.8813]","[40.0, 64.8088]","[40.0, 65.0099]","[39.0, 65.0831]",0.0,64.8813,39
86,"[40.0, 64.8088]","[40.0, 64.7346]","[40.0, 64.9351]","[40.0, 65.0099]",0.0,64.8088,40
87,"[40.0, 64.7346]","[40.0, 64.6589]","[41.0, 64.8587]","[40.0, 64.9351]",0.0,64.7346,40
88,"[35.0, 65.6647]","[35.0, 65.6071]","[35.0, 65.8138]","[35.0, 65.872]",0.0,65.6647,35
89,"[35.0, 65.6071]","[36.0, 65.5477]","[36.0, 65.7539]","[35.0, 65.8138]",0.0,65.6071,35
90,"[36.0, 65.5477]","[36.0, 65.4866]","[36.0, 65.6921]","[36.0, 65.7539]",0.0,65.5477,36
91,"[36.0, 65.4866]","[37.0, 65.4237]","[37.0, 65.6286]","[36.0, 65.6921]",0.0,65.4866,36
92,"[37.0, 65.4237]","[37.0, 65.359]","[37.0, 65.5633]","[37.0, 65.6286]",0.0,65.4237,37
93,"[37.0, 65.359]","[38.0, 65.2926]","[38.0, 65.4963]","[37.0, 65.5633]",0.0,65.359,37
94,"[38.0, 65.2926]","[38.0, 65.2244]","[38.0, 65.4275]","[38.0, 65.4963]",0.0,65.2926,38
95,"[38.0, 65.2244]","[39.0, 65.1546]","[39.0, 65.357]","[38.0, 65.4275]",0.0,65.2244,38
96,"[39.0, 65.1546]","[39.0, 65.0831]","[39.0, 65.2849]","[39.0, 65.357]",0.0,65.1546,39
97,"[39.0, 65.0831]","[40.0, 65.0099]","[40.0, 65.211]","[39.0, 65.2849]",0.0,65.0831,39
98,"[40.0, 65.0099]","[40.0, 64.9351]","[40.0, 65.1355]","[40.0, 65.211]",0.0,65.0099,40
99,"[34.0, 65.9283]","[35.0, 65.872]","[35.0, 66.0792]","[35.0, 66.1361]",0.0,65.9283,34
100,"[35.0, 65.872]","[35.0, 65.8138]","[36.0, 66.0205]","[35.0, 66.0792]",0.0,65.872,35
101,"[35.0, 65.8138]","[36.0, 65.7539]","[36.0, 65.96]","[36.0, 66.0205]",0.0,65.8138,35
102,"[36.0, 65.7539]","[36.0, 65.6921]","[37.0, 65.8976]","[36.0, 65.96]",0.0,65.7539,36
103,"[36.0, 65.6921]","[37.0, 65.6286]","[37.0, 65.8335]","[37.0, 65.8976]",0.0,65.6921,36
104,"[37.0, 65.6286]","[37.0, 65.5633]","[38.0, 65.7676]","[37.0, 65.8335]",0.0,65.6286,37
105,"[37.0, 65.5633]","[38.0, 65.4963]","[38.0, 65.6999]","[38.0, 65.7676]",0.0,65.5633,37
106,"[38.0, 65.4963]","[38.0, 65.4275]","[39.0, 65.6305]","[38.0, 65.6999]",0.0,65.4963,38
107,"[38.0, 65.4275]","[39.0, 65.357]","[39.0, 65.5594]","[39.0, 65.6305]",0.0,65.4275,38
108,"[39.0, 65.357]","[39.0, 65.2849]","[40.0, 65.4866]","[39.0, 65.5594]",0.0,65.357,39
109,"[39.0, 65.2849]","[40.0, 65.211]","[40.0, 65.4121]","[40.0, 65.4866]",0.0,65.2849,39
110,"[34.0, 66.1911]","[35.0, 66.1361]","[35.0, 66.3439]","[34.0, 66.3995]",0.0,66.1911,34
111,"[35.0, 66.1361]","[35.0, 66.0792]","[35.0, 66.2865]","[35.0, 66.3439]",0.0,66.1361,35
112,"[35.0, 66.0792]","[36.0, 66.0205]","[36.0, 66.2272]","[35.0, 66.2865]",0.0,66.0792,35
113,"[36.0, 66.0205]","[36.0, 65.96]","[36.0, 66.1661]","[36.0, 66.2272]",0.0,66.0205,36
114,"[36.0, 65.96]","[37.0, 65.8976]","[37.0, 66.1032]","[36.0, 66.1661]",0.0,65.96,36
115,"[37.0, 65.8976]","[37.0, 65.8335]","[37.0, 66.0384]","[37.0, 66.1032]",0.0,65.8976,37
116,"[37.0, 65.8335]","[38.0, 65.7676]","[38.0, 65.9719]","[37.0, 66.0384]",0.0,65.8335,37
117,"[38.0, 65.7676]","[38.0, 65.6999]","[38.0, 65.9036]","[38.0, 65.9719]",0.0,65.7676,38
118,"[38.0, 65.6999]","[39.0, 65.6305]","[39.0, 65.8335]","[38.0, 65.9036]",0.0,65.6999,38
119,"[39.0, 65.6305]","[39.0, 65.5594]","[39.0, 65.7617]","[39.0, 65.8335]",0.0,65.6305,39
120,"[39.0, 65.5594]","[40.0, 65.4866]","[40.0, 65.6882]","[39.0, 65.7617]",0.0,65.5594,39
121,"[40.0, 65.4866]","[40.0, 65.4121]","[40.0, 65.613]","[40.0, 65.6882]",0.0,65.4866,40
122,"[34.0, 66.4532]","[34.0, 66.3995]","[34.0, 66.6079]","[34.0, 66.6621]",0.0,66.4532,34
123,"[34.0, 66.3995]","[35.0, 66.3439]","[35.0, 66.5518]","[34.0, 66.6079]",0.0,66.3995,34
124,"[35.0, 66.3439]","[35.0, 66.2865]","[35.0, 66.4938]","[35.0, 66.5518]",0.0,66.3439,35
125,"[35.0, 66.2865]","[36.0, 66.2272]","[36.0, 66.4339]","[35.0, 66.4938]",0.0,66.2865,35
126,"[36.0, 66.2272]","[36.0, 66.1661]","[36.0, 66.3722]","[36.0, 66.4339]",0.0,66.2272,36
127,"[36.0, 66.1661]","[37.0, 66.1032]","[37.0, 66.3086]","[36.0, 66.3722]",0.0,66.1661,36
128,"[37.0, 66.1032]","[37.0, 66.0384]","[37.0, 66.2433]","[37.0, 66.3086]",0.0,66.1032,37
129,"[37.0, 66.0384]","[38.0, 65.9719]","[38.0, 66.1761]","[37.0, 66.2433]",0.0,66.0384,37
130,"[38.0, 65.9719]","[38.0, 65.9036]","[38.0, 66.1071]","[38.0, 66.1761]",0.0,65.9719,38
131,"[38.0, 65.9036]","[39.0, 65.8335]","[39.0, 66.0364]","[38.0, 66.1071]",0.0,65.9036,38
132,"[39.0, 65.8335]","[39.0, 65.7617]","[39.0, 65.9639]","[39.0, 66.0364]",0.0,65.8335,39
133,"[39.0, 65.7617]","[40.0, 65.6882]","[40.0, 65.8897]","[39.0, 65.9639]",0.0,65.7617,39
134,"[32.0, 66.8132]","[33.0, 66.7648]","[33.0, 66.9748]","[32.0, 67.0237]",0.0,66.8132,32
135,"[33.0, 66.7648]","[33.0, 66.7144]","[33.0, 66.9239]","[33.0, 66.9748]",0.0,66.7648,33
136,"[33.0, 66.7144]","[34.0, 66.6621]","[34.0, 66.8711]","[33.0, 66.9239]",0.0,66.7144,33
137,"[34.0, 66.6621]","[34.0, 66.6079]","[34.0, 66.8163]","[34.0, 66.8711]",0.0,66.6621,34
138,"[34.0, 66.6079]","[35.0, 66.5518]","[35.0, 66.7596]","[34.0, 66.8163]",0.0,66.6079,34
139,"[38.0, 66.1761]","[38.0, 66.1071]","[39.0, 66.3107]","[38.0, 66.3803]",0.0,66.1761,38
140,"[38.0, 66.1071]","[39.0, 66.0364]","[39.0, 66.2393]","[39.0, 66.3107]",0.0,66.1071,38
141,"[39.0, 66.0364]","[39.0, 65.9639]","[40.0, 66.1661]","[39.0, 66.2393]",0.0,66.0364,39
142,"[39.0, 65.9639]","[40.0, 65.8897]","[40.0, 66.0912]","[40.0, 66.1661]",0.0,65.9639,39
143,"[40.0, 65.8897]","[40.0, 65.8138]","[41.0, 66.0146]","[40.0, 66.0912]",0.0,65.8897,40
144,"[40.0, 65.8138]","[41.0, 65.7362]","[41.0, 65.9362]","[41.0, 66.0146]",0.0,65.8138,40
145,"[32.0, 67.0237]","[33.0, 66.9748]","[33.0, 67.1848]","[32.0, 67.2343]",0.0,67.0237,32
146,"[40.0, 66.1661]","[40.0, 66.0912]","[40.0, 66.2925]","[40.0, 66.3682]",0.0,66.1661,40
147,"[40.0, 66.0912]","[41.0, 66.0146]","[41.0, 66.2152]","[40.0, 66.2925]",0.0,66.0912,40
148,"[41.0, 66.0146]","[41.0, 65.9362]","[41.0, 66.1361]","[41.0, 66.2152]",0.0,66.0146,41
149,"[40.0, 66.2925]","[41.0, 66.2152]","[41.0, 66.4157]","[40.0, 66.4938]",0.0,66.2925,40
150,"[41.0, 66.2152]","[41.0, 66.1361]","[42.0, 66.3359]","[41.0, 66.4157]",0.0,66.2152,41
151,"[41.0, 66.1361]","[42.0, 66.0553]","[42.0, 66.2543]","[42.0, 66.3359]",0.0,66.1361,41
152,"[40.0, 66.4938]","[41.0, 66.4157]","[41.0, 66.6161]","[41.0, 66.6949]",0.0,66.4938,40
153,"[41.0, 66.4157]","[42.0, 66.3359]","[42.0, 66.5355]","[41.0, 66.6161]",0.0,66.4157,41
154,"[42.0, 66.3359]","[42.0, 66.2543]","[42.0, 66.4532]","[42.0, 66.5355]",0.0,66.3359,42
155,"[42.0, 66.2543]","[42.0, 66.1711]","[43.0, 66.3692]","[42.0, 66.4532]",0.0,66.2543,42
156,"[43.0, 66.0862]","[43.0, 65.9996]","[44.0, 66.1961]","[43.0, 66.2835]",0.0,66.0862,43
157,"[41.0, 66.6161]","[42.0, 66.5355]","[42.0, 66.735]","[41.0, 66.8163]",0.0,66.6161,41
158,"[42.0, 66.5355]","[42.0, 66.4532]","[42.0, 66.6519]","[42.0, 66.735]",0.0,66.5355,42
159,"[43.0, 66.3692]","[43.0, 66.2835]","[43.0, 66.4806]","[43.0, 66.5671]",0.0,66.3692,43
160,"[43.0, 66.2835]","[44.0, 66.1961]","[44.0, 66.3924]","[43.0, 66.4806]",0.0,66.2835,43
161,"[44.0, 66.1961]","[44.0, 66.1071]","[44.0, 66.3026]","[44.0, 66.3924]",0.0,66.1961,44
162,"[41.0, 66.8163]","[42.0, 66.735]","[42.0, 66.9343]","[42.0, 67.0164]",0.0,66.8163,41
163,"[42.0, 66.735]","[42.0, 66.6519]","[43.0, 66.8504]","[42.0, 66.9343]",0.0,66.735,42
164,"[42.0, 66.6519]","[43.0, 66.5671]","[43.0, 66.7648]","[43.0, 66.8504]",0.0,66.6519,42
165,"[43.0, 66.5671]","[43.0, 66.4806]","[44.0, 66.6775]","[43.0, 66.7648]",0.0,66.5671,43
166,"[43.0, 66.4806]","[44.0, 66.3924]","[44.0, 66.5885]","[44.0, 66.6775]",0.0,66.4806,43
167,"[44.0, 66.3924]","[44.0, 66.3026]","[45.0, 66.4978]","[44.0, 66.5885]",0.0,66.3924,44
168,"[41.0, 67.0968]","[42.0, 67.0164]","[42.0, 67.2164]","[41.0, 67.2975]",0.0,67.0968,41
169,"[42.0, 67.0164]","[42.0, 66.9343]","[42.0, 67.1334]","[42.0, 67.2164]",0.0,67.0164,42
170,"[42.0, 66.9343]","[43.0, 66.8504]","[43.0, 67.0487]","[42.0, 67.1334]",0.0,66.9343,42
171,"[43.0, 66.8504]","[43.0, 66.7648]","[43.0, 66.9623]","[43.0, 67.0487]",0.0,66.8504,43
172,"[43.0, 66.7648]","[44.0, 66.6775]","[44.0, 66.8742]","[43.0, 66.9623]",0.0,66.7648,43
173,"[44.0, 66.6775]","[44.0, 66.5885]","[44.0, 66.7844]","[44.0, 66.8742]",0.0,66.6775,44
174,"[44.0, 66.5885]","[45.0, 66.4978]","[45.0, 66.6929]","[44.0, 66.7844]",0.0,66.5885,44
175,"[41.0, 67.3769]","[41.0, 67.2975]","[42.0, 67.4981]","[41.0, 67.5783]",0.0,67.3769,41
176,"[41.0, 67.2975]","[42.0, 67.2164]","[42.0, 67.4162]","[42.0, 67.4981]",0.0,67.2975,41
177,"[42.0, 67.2164]","[42.0, 67.1334]","[43.0, 67.3324]","[42.0, 67.4162]",0.0,67.2164,42
178,"[42.0, 67.1334]","[43.0, 67.0487]","[43.0, 67.2469]","[43.0, 67.3324]",0.0,67.1334,42
179,"[43.0, 67.0487]","[43.0, 66.9623]","[44.0, 67.1596]","[43.0, 67.2469]",0.0,67.0487,43
180,"[43.0, 66.9623]","[44.0, 66.8742]","[44.0, 67.0707]","[44.0, 67.1596]",0.0,66.9623,43
181,"[44.0, 66.8742]","[44.0, 66.7844]","[45.0, 66.98]","[44.0, 67.0707]",0.0,66.8742,44
182,"[44.0, 66.7844]","[45.0, 66.6929]","[45.0, 66.8876]","[45.0, 66.98]",0.0,66.7844,44
183,"[41.0, 67.5783]","[42.0, 67.4981]","[42.0, 67.6985]","[41.0, 67.7795]",0.0,67.5783,41
184,"[42.0, 67.4981]","[42.0, 67.4162]","[42.0, 67.6158]","[42.0, 67.6985]",0.0,67.4981,42
185,"[42.0, 67.4162]","[43.0, 67.3324]","[43.0, 67.5312]","[42.0, 67.6158]",0.0,67.4162,42
186,"[43.0, 67.3324]","[43.0, 67.2469]","[43.0, 67.4449]","[43.0, 67.5312]",0.0,67.3324,43
187,"[43.0, 67.2469]","[44.0, 67.1596]","[44.0, 67.3568]","[43.0, 67.4449]",0.0,67.2469,43
188,"[44.0, 67.1596]","[44.0, 67.0707]","[44.0, 67.2669]","[44.0, 67.3568]",0.0,67.1596,44
189,"[44.0, 67.0707]","[45.0, 66.98]","[45.0, 67.1754]","[44.0, 67.2669]",0.0,67.0707,44
190,"[45.0, 66.8876]","[46.0, 66.7936]","[46.0, 66.9873]","[45.0, 67.0822]",21.855923,66.8876,45
191,"[46.0, 66.7936]","[46.0, 66.698]","[46.0, 66.8907]","[46.0, 66.9873]",21.855923,66.7936,46
192,"[46.0, 66.698]","[47.0, 66.6007]","[47.0, 66.7926]","[46.0, 66.8907]",21.855923,66.698,46
193,"[39.0, 68.0846]","[40.0, 68.0112]","[40.0, 68.2146]","[39.0, 68.2888]",0.0,68.0846,39
194,"[40.0, 68.0112]","[40.0, 67.9358]","[40.0, 68.1385]","[40.0, 68.2146]",0.0,68.0112,40
195,"[40.0, 67.9358]","[41.0, 67.8586]","[41.0, 68.0605]","[40.0, 68.1385]",0.0,67.9358,40
196,"[41.0, 67.8586]","[41.0, 67.7795]","[41.0, 67.9806]","[41.0, 68.0605]",0.0,67.8586,41
197,"[41.0, 67.7795]","[42.0, 67.6985]","[42.0, 67.8988]","[41.0, 67.9806]",0.0,67.7795,41
198,"[42.0, 67.6985]","[42.0, 67.6158]","[42.0, 67.8152]","[42.0, 67.8988]",0.0,67.6985,42
199,"[42.0, 67.6158]","[43.0, 67.5312]","[43.0, 67.7298]","[42.0, 67.8152]",0.0,67.6158,42
200,"[43.0, 67.5312]","[43.0, 67.4449]","[44.0, 67.6426]","[43.0, 67.7298]",0.0,67.5312,43
201,"[43.0, 67.4449]","[44.0, 67.3568]","[44.0, 67.5537]","[44.0, 67.6426]",0.0,67.4449,43
202,"[44.0, 67.3568]","[44.0, 67.2669]","[45.0, 67.463]","[44.0, 67.5537]",0.0,67.3568,44
203,"[44.0, 67.2669]","[45.0, 67.1754]","[45.0, 67.3705]","[45.0, 67.463]",21.855923,67.2669,44
204,"[45.0, 67.1754]","[45.0, 67.0822]","[46.0, 67.2764]","[45.0, 67.3705]",21.855923,67.1754,45
205,"[45.0, 67.0822]","[46.0, 66.9873]","[46.0, 67.1806]","[46.0, 67.2764]",21.855923,67.0822,45
206,"[46.0, 66.9873]","[46.0, 66.8907]","[47.0, 67.0832]","[46.0, 67.1806]",0.0,66.9873,46
207,"[46.0, 66.8907]","[47.0, 66.7926]","[47.0, 66.9842]","[47.0, 67.0832]",21.855923,66.8907,46
208,"[47.0, 66.7926]","[47.0, 66.6929]","[48.0, 66.8835]","[47.0, 66.9842]",21.855923,66.7926,47
209,"[32.0, 69.0211]","[33.0, 68.9717]","[33.0, 69.1831]","[32.0, 69.2331]",21.904749,69.0211,32
210,"[38.0, 68.4996]","[38.0, 68.4313]","[38.0, 68.6368]","[38.0, 68.7058]",21.904749,68.4996,38
211,"[38.0, 68.4313]","[39.0, 68.361]","[39.0, 68.5658]","[38.0, 68.6368]",21.855923,68.4313,38
212,"[39.0, 68.361]","[39.0, 68.2888]","[39.0, 68.4928]","[39.0, 68.5658]",21.855923,68.361,39
213,"[39.0, 68.2888]","[40.0, 68.2146]","[40.0, 68.4179]","[39.0, 68.4928]",21.904749,68.2888,39
214,"[41.0, 67.9806]","[42.0, 67.8988]","[42.0, 68.0989]","[42.0, 68.1815]",0.0,67.9806,41
215,"[42.0, 67.8988]","[42.0, 67.8152]","[43.0, 68.0145]","[42.0, 68.0989]",0.0,67.8988,42
216,"[42.0, 67.8152]","[43.0, 67.7298]","[43.0, 67.9282]","[43.0, 68.0145]",0.0,67.8152,42
217,"[43.0, 67.7298]","[44.0, 67.6426]","[44.0, 67.8401]","[43.0, 67.9282]",0.0,67.7298,43
218,"[44.0, 67.6426]","[44.0, 67.5537]","[44.0, 67.7503]","[44.0, 67.8401]",0.0,67.6426,44
219,"[45.0, 67.463]","[45.0, 67.3705]","[45.0, 67.5654]","[45.0, 67.6587]",21.855923,67.463,45
220,"[45.0, 67.3705]","[46.0, 67.2764]","[46.0, 67.4704]","[45.0, 67.5654]",21.855923,67.3705,45
221,"[46.0, 67.2764]","[46.0, 67.1806]","[46.0, 67.3737]","[46.0, 67.4704]",21.894983,67.2764,46
222,"[46.0, 67.1806]","[47.0, 67.0832]","[47.0, 67.2754]","[46.0, 67.3737]",20.645016,67.1806,46
223,"[47.0, 67.0832]","[47.0, 66.9842]","[47.0, 67.1754]","[47.0, 67.2754]",20.645016,67.0832,47
224,"[47.0, 66.9842]","[48.0, 66.8835]","[48.0, 67.0738]","[47.0, 67.1754]",21.855923,66.9842,47
225,"[20.0, 69.7526]","[21.0, 69.749]","[21.0, 69.9669]","[20.0, 69.9705]",0.0,69.7526,20
